cross,reference,chr,start,end,crossovers,gene,mRNA,exon,CDS
lycopersicum_pimpinellifolium,lycopersicum,chr7,900000,1000000,0,12,12,74,72
lycopersicum_pimpinellifolium,lycopersicum,chr7,1000000,1100000,1,10,10,57,54
lycopersicum_pimpinellifolium,lycopersicum,chr7,1100000,1200000,0,10,10,42,40
lycopersicum_pimpinellifolium,lycopersicum,chr7,1200000,1300000,0,13,13,30,30
lycopersicum_pimpinellifolium,lycopersicum,chr7,1300000,1400000,3,6,6,37,34
lycopersicum_pimpinellifolium,lycopersicum,chr7,1400000,1500000,0,9,9,52,50
lycopersicum_pimpinellifolium,lycopersicum,chr7,1500000,1600000,3,14,14,53,52
lycopersicum_pimpinellifolium,lycopersicum,chr7,1600000,1700000,0,10,10,93,90
lycopersicum_pimpinellifolium,lycopersicum,chr7,1700000,1800000,3,18,18,60,60
lycopersicum_pimpinellifolium,lycopersicum,chr7,1800000,1900000,1,13,13,32,32
lycopersicum_pimpinellifolium,lycopersicum,chr7,1900000,2000000,0,13,13,58,57
lycopersicum_pimpinellifolium,lycopersicum,chr7,2000000,2100000,0,11,11,42,40
lycopersicum_pimpinellifolium,lycopersicum,chr7,2100000,2200000,1,16,16,67,66
lycopersicum_pimpinellifolium,lycopersicum,chr7,2200000,2300000,0,12,12,63,58
lycopersicum_pimpinellifolium,lycopersicum,chr7,2300000,2400000,0,12,12,49,46
lycopersicum_pimpinellifolium,lycopersicum,chr7,2400000,2500000,0,7,7,61,60
lycopersicum_pimpinellifolium,lycopersicum,chr7,2500000,2600000,0,8,8,39,38
lycopersicum_pimpinellifolium,lycopersicum,chr7,2600000,2700000,0,7,7,48,48
lycopersicum_pimpinellifolium,lycopersicum,chr7,2700000,2800000,0,9,9,71,56
lycopersicum_pimpinellifolium,lycopersicum,chr7,2800000,2900000,0,8,8,36,36
lycopersicum_pimpinellifolium,lycopersicum,chr7,2900000,3000000,1,8,8,29,28
lycopersicum_pimpinellifolium,lycopersicum,chr7,3000000,3100000,0,8,8,78,75
lycopersicum_pimpinellifolium,lycopersicum,chr7,3100000,3200000,0,11,11,48,46
lycopersicum_pimpinellifolium,lycopersicum,chr7,3200000,3300000,1,2,2,3,3
lycopersicum_pimpinellifolium,lycopersicum,chr7,3300000,3400000,0,6,6,51,47
lycopersicum_pimpinellifolium,lycopersicum,chr7,3400000,3500000,1,7,7,46,44
lycopersicum_pimpinellifolium,lycopersicum,chr7,3500000,3600000,0,10,10,37,36
lycopersicum_pimpinellifolium,lycopersicum,chr7,3600000,3700000,3,10,10,50,48
lycopersicum_pimpinellifolium,lycopersicum,chr7,3700000,3800000,0,10,10,49,48
lycopersicum_pimpinellifolium,lycopersicum,chr7,3800000,3900000,0,7,7,67,64
lycopersicum_pimpinellifolium,lycopersicum,chr7,3900000,4000000,4,12,12,60,41
lycopersicum_pimpinellifolium,lycopersicum,chr7,4000000,4100000,2,8,8,27,27
lycopersicum_pimpinellifolium,lycopersicum,chr7,4100000,4200000,0,5,5,27,26
lycopersicum_pimpinellifolium,lycopersicum,chr7,4200000,4300000,0,11,11,31,31
lycopersicum_pimpinellifolium,lycopersicum,chr7,4300000,4400000,0,8,8,44,28
lycopersicum_pimpinellifolium,lycopersicum,chr7,4400000,4500000,1,11,11,32,32
lycopersicum_pimpinellifolium,lycopersicum,chr7,4500000,4600000,1,8,8,23,22
lycopersicum_pimpinellifolium,lycopersicum,chr7,4600000,4700000,0,5,5,19,19
lycopersicum_pimpinellifolium,lycopersicum,chr7,4700000,4800000,0,2,2,9,9
lycopersicum_pimpinellifolium,lycopersicum,chr7,4800000,4900000,0,3,3,16,16
lycopersicum_pimpinellifolium,lycopersicum,chr7,4900000,5000000,0,8,8,37,37
lycopersicum_pimpinellifolium,lycopersicum,chr7,5000000,5100000,0,5,5,24,22
lycopersicum_pimpinellifolium,lycopersicum,chr7,5100000,5200000,0,4,4,29,28
lycopersicum_pimpinellifolium,lycopersicum,chr7,5200000,5300000,0,5,5,27,27
lycopersicum_pimpinellifolium,lycopersicum,chr7,5300000,5400000,0,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr7,5400000,5500000,0,2,2,6,6
lycopersicum_pimpinellifolium,lycopersicum,chr7,5500000,5600000,0,3,3,9,9
lycopersicum_pimpinellifolium,lycopersicum,chr7,5600000,5700000,0,3,3,11,9
lycopersicum_pimpinellifolium,lycopersicum,chr7,5700000,5800000,0,7,7,30,28
lycopersicum_pimpinellifolium,lycopersicum,chr7,5800000,5900000,0,2,2,4,4
lycopersicum_pimpinellifolium,lycopersicum,chr7,5900000,6000000,0,1,1,2,2
lycopersicum_pimpinellifolium,lycopersicum,chr7,6000000,6100000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,6100000,6200000,0,7,7,17,16
lycopersicum_pimpinellifolium,lycopersicum,chr7,6200000,6300000,0,4,4,7,7
lycopersicum_pimpinellifolium,lycopersicum,chr7,6300000,6400000,0,13,13,23,23
lycopersicum_pimpinellifolium,lycopersicum,chr7,6400000,6500000,0,6,6,56,56
lycopersicum_pimpinellifolium,lycopersicum,chr7,6500000,6600000,1,3,3,12,12
lycopersicum_pimpinellifolium,lycopersicum,chr7,6600000,6700000,0,6,6,14,13
lycopersicum_pimpinellifolium,lycopersicum,chr7,6700000,6800000,0,3,3,19,17
lycopersicum_pimpinellifolium,lycopersicum,chr7,6800000,6900000,0,4,4,14,13
lycopersicum_pimpinellifolium,lycopersicum,chr7,6900000,7000000,0,7,7,40,39
lycopersicum_pimpinellifolium,lycopersicum,chr7,7000000,7100000,1,4,4,29,27
lycopersicum_pimpinellifolium,lycopersicum,chr7,7100000,7200000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,7200000,7300000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,7300000,7400000,0,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr7,7400000,7500000,0,3,3,18,17
lycopersicum_pimpinellifolium,lycopersicum,chr7,7500000,7600000,1,5,5,40,39
lycopersicum_pimpinellifolium,lycopersicum,chr7,7600000,7700000,0,3,3,8,8
lycopersicum_pimpinellifolium,lycopersicum,chr7,7700000,7800000,0,4,4,31,30
lycopersicum_pimpinellifolium,lycopersicum,chr7,7800000,7900000,0,6,6,26,25
lycopersicum_pimpinellifolium,lycopersicum,chr7,7900000,8000000,0,1,1,2,2
lycopersicum_pimpinellifolium,lycopersicum,chr7,8000000,8100000,0,3,3,15,15
lycopersicum_pimpinellifolium,lycopersicum,chr7,8100000,8200000,1,1,1,2,2
lycopersicum_pimpinellifolium,lycopersicum,chr7,8200000,8300000,0,5,5,21,19
lycopersicum_pimpinellifolium,lycopersicum,chr7,8300000,8400000,0,4,4,33,31
lycopersicum_pimpinellifolium,lycopersicum,chr7,8400000,8500000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,8500000,8600000,0,3,3,10,10
lycopersicum_pimpinellifolium,lycopersicum,chr7,8600000,8700000,0,3,3,11,11
lycopersicum_pimpinellifolium,lycopersicum,chr7,8700000,8800000,0,5,5,11,11
lycopersicum_pimpinellifolium,lycopersicum,chr7,8800000,8900000,0,4,4,28,28
lycopersicum_pimpinellifolium,lycopersicum,chr7,8900000,9000000,0,3,3,11,11
lycopersicum_pimpinellifolium,lycopersicum,chr7,9000000,9100000,0,5,5,11,10
lycopersicum_pimpinellifolium,lycopersicum,chr7,9100000,9200000,0,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr7,9200000,9300000,0,2,2,21,21
lycopersicum_pimpinellifolium,lycopersicum,chr7,9300000,9400000,0,3,3,16,16
lycopersicum_pimpinellifolium,lycopersicum,chr7,9400000,9500000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,9500000,9600000,0,1,1,3,3
lycopersicum_pimpinellifolium,lycopersicum,chr7,9600000,9700000,0,1,1,2,2
lycopersicum_pimpinellifolium,lycopersicum,chr7,9700000,9800000,0,4,4,14,14
lycopersicum_pimpinellifolium,lycopersicum,chr7,9800000,9900000,0,3,3,7,7
lycopersicum_pimpinellifolium,lycopersicum,chr7,9900000,10000000,0,2,2,2,2
lycopersicum_pimpinellifolium,lycopersicum,chr7,10000000,10100000,0,1,1,4,4
lycopersicum_pimpinellifolium,lycopersicum,chr7,10100000,10200000,0,3,3,20,20
lycopersicum_pimpinellifolium,lycopersicum,chr7,10200000,10300000,0,1,1,2,2
lycopersicum_pimpinellifolium,lycopersicum,chr7,10300000,10400000,0,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr7,10400000,10500000,0,3,3,24,22
lycopersicum_pimpinellifolium,lycopersicum,chr7,10500000,10600000,0,3,3,8,7
lycopersicum_pimpinellifolium,lycopersicum,chr7,10600000,10700000,0,3,3,17,17
lycopersicum_pimpinellifolium,lycopersicum,chr7,10700000,10800000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,10800000,10900000,0,1,1,2,2
lycopersicum_pimpinellifolium,lycopersicum,chr7,10900000,11000000,0,1,1,2,2
lycopersicum_pimpinellifolium,lycopersicum,chr7,11000000,11100000,0,1,1,2,1
lycopersicum_pimpinellifolium,lycopersicum,chr7,11100000,11200000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,11200000,11300000,0,4,4,19,18
lycopersicum_pimpinellifolium,lycopersicum,chr7,11300000,11400000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,11400000,11500000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,11500000,11600000,0,1,1,2,2
lycopersicum_pimpinellifolium,lycopersicum,chr7,11600000,11700000,1,2,2,19,19
lycopersicum_pimpinellifolium,lycopersicum,chr7,11700000,11800000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,11800000,11900000,0,3,3,6,6
lycopersicum_pimpinellifolium,lycopersicum,chr7,11900000,12000000,0,6,6,28,26
lycopersicum_pimpinellifolium,lycopersicum,chr7,12000000,12100000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,12100000,12200000,0,1,1,5,5
lycopersicum_pimpinellifolium,lycopersicum,chr7,12200000,12300000,0,2,2,5,5
lycopersicum_pimpinellifolium,lycopersicum,chr7,12300000,12400000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,12400000,12500000,0,4,4,8,7
lycopersicum_pimpinellifolium,lycopersicum,chr7,12500000,12600000,0,1,1,6,6
lycopersicum_pimpinellifolium,lycopersicum,chr7,12600000,12700000,0,2,2,4,2
lycopersicum_pimpinellifolium,lycopersicum,chr7,12700000,12800000,0,2,2,26,26
lycopersicum_pimpinellifolium,lycopersicum,chr7,12800000,12900000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,12900000,13000000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,13000000,13100000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,13100000,13200000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,13200000,13300000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,13300000,13400000,0,1,1,8,8
lycopersicum_pimpinellifolium,lycopersicum,chr7,13400000,13500000,0,2,2,5,5
lycopersicum_pimpinellifolium,lycopersicum,chr7,13500000,13600000,0,3,3,18,17
lycopersicum_pimpinellifolium,lycopersicum,chr7,13600000,13700000,1,1,1,8,8
lycopersicum_pimpinellifolium,lycopersicum,chr7,13700000,13800000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,13800000,13900000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,13900000,14000000,1,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,14000000,14100000,0,2,2,3,3
lycopersicum_pimpinellifolium,lycopersicum,chr7,14100000,14200000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,14200000,14300000,0,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr7,14300000,14400000,0,2,2,4,4
lycopersicum_pimpinellifolium,lycopersicum,chr7,14400000,14500000,0,1,1,15,15
lycopersicum_pimpinellifolium,lycopersicum,chr7,14500000,14600000,0,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr7,14600000,14700000,0,3,3,6,6
lycopersicum_pimpinellifolium,lycopersicum,chr7,14700000,14800000,0,2,2,6,6
lycopersicum_pimpinellifolium,lycopersicum,chr7,14800000,14900000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,14900000,15000000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,15000000,15100000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,15100000,15200000,0,2,2,10,10
lycopersicum_pimpinellifolium,lycopersicum,chr7,15200000,15300000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,15300000,15400000,0,4,4,6,6
lycopersicum_pimpinellifolium,lycopersicum,chr7,15400000,15500000,0,1,1,3,3
lycopersicum_pimpinellifolium,lycopersicum,chr7,15500000,15600000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,15600000,15700000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,15700000,15800000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,15800000,15900000,0,3,3,11,11
lycopersicum_pimpinellifolium,lycopersicum,chr7,15900000,16000000,0,4,4,4,4
lycopersicum_pimpinellifolium,lycopersicum,chr7,16000000,16100000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,16100000,16200000,0,1,1,2,2
lycopersicum_pimpinellifolium,lycopersicum,chr7,16200000,16300000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,16300000,16400000,0,2,2,15,15
lycopersicum_pimpinellifolium,lycopersicum,chr7,16400000,16500000,0,2,2,5,5
lycopersicum_pimpinellifolium,lycopersicum,chr7,16500000,16600000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,16600000,16700000,0,2,2,9,9
lycopersicum_pimpinellifolium,lycopersicum,chr7,16700000,16800000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,16800000,16900000,0,13,13,25,24
lycopersicum_pimpinellifolium,lycopersicum,chr7,16900000,17000000,0,2,2,3,3
lycopersicum_pimpinellifolium,lycopersicum,chr7,17000000,17100000,0,1,1,3,3
lycopersicum_pimpinellifolium,lycopersicum,chr7,17100000,17200000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,17200000,17300000,0,2,2,3,3
lycopersicum_pimpinellifolium,lycopersicum,chr7,17300000,17400000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,17400000,17500000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,17500000,17600000,0,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr7,17600000,17700000,0,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr7,17700000,17800000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,17800000,17900000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,17900000,18000000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,18000000,18100000,0,6,6,18,18
lycopersicum_pimpinellifolium,lycopersicum,chr7,18100000,18200000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,18200000,18300000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,18300000,18400000,0,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr7,18400000,18500000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,18500000,18600000,0,1,1,4,4
lycopersicum_pimpinellifolium,lycopersicum,chr7,18600000,18700000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,18700000,18800000,1,1,1,3,3
lycopersicum_pimpinellifolium,lycopersicum,chr7,18800000,18900000,0,4,4,11,11
lycopersicum_pimpinellifolium,lycopersicum,chr7,18900000,19000000,1,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,19000000,19100000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,19100000,19200000,1,1,1,2,2
lycopersicum_pimpinellifolium,lycopersicum,chr7,19200000,19300000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,19300000,19400000,0,1,1,4,4
lycopersicum_pimpinellifolium,lycopersicum,chr7,19400000,19500000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,19500000,19600000,0,1,1,3,3
lycopersicum_pimpinellifolium,lycopersicum,chr7,19600000,19700000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,19700000,19800000,0,2,2,3,3
lycopersicum_pimpinellifolium,lycopersicum,chr7,19800000,19900000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,19900000,20000000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,20000000,20100000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,20100000,20200000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,20200000,20300000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,20300000,20400000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,20400000,20500000,0,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr7,20500000,20600000,1,2,2,11,11
lycopersicum_pimpinellifolium,lycopersicum,chr7,20600000,20700000,1,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,20700000,20800000,0,2,2,5,5
lycopersicum_pimpinellifolium,lycopersicum,chr7,20800000,20900000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,20900000,21000000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,21000000,21100000,0,2,2,5,5
lycopersicum_pimpinellifolium,lycopersicum,chr7,21100000,21200000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,21200000,21300000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,21300000,21400000,0,2,2,15,15
lycopersicum_pimpinellifolium,lycopersicum,chr7,21400000,21500000,0,3,3,4,4
lycopersicum_pimpinellifolium,lycopersicum,chr7,21500000,21600000,0,1,1,30,30
lycopersicum_pimpinellifolium,lycopersicum,chr7,21600000,21700000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,21700000,21800000,0,3,3,23,23
lycopersicum_pimpinellifolium,lycopersicum,chr7,21800000,21900000,0,0,0,10,10
lycopersicum_pimpinellifolium,lycopersicum,chr7,21900000,22000000,0,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr7,22000000,22100000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,22100000,22200000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,22200000,22300000,0,1,1,2,2
lycopersicum_pimpinellifolium,lycopersicum,chr7,22300000,22400000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,22400000,22500000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,22500000,22600000,0,3,3,23,17
lycopersicum_pimpinellifolium,lycopersicum,chr7,22600000,22700000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,22700000,22800000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,22800000,22900000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,22900000,23000000,0,2,2,4,4
lycopersicum_pimpinellifolium,lycopersicum,chr7,23000000,23100000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,23100000,23200000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,23200000,23300000,0,1,1,4,4
lycopersicum_pimpinellifolium,lycopersicum,chr7,23300000,23400000,0,1,1,5,5
lycopersicum_pimpinellifolium,lycopersicum,chr7,23400000,23500000,0,3,3,11,10
lycopersicum_pimpinellifolium,lycopersicum,chr7,23500000,23600000,0,2,2,4,4
lycopersicum_pimpinellifolium,lycopersicum,chr7,23600000,23700000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,23700000,23800000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,23800000,23900000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,23900000,24000000,0,2,2,14,14
lycopersicum_pimpinellifolium,lycopersicum,chr7,24000000,24100000,0,3,3,20,20
lycopersicum_pimpinellifolium,lycopersicum,chr7,24100000,24200000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,24200000,24300000,0,2,2,3,3
lycopersicum_pimpinellifolium,lycopersicum,chr7,24300000,24400000,0,2,2,9,9
lycopersicum_pimpinellifolium,lycopersicum,chr7,24400000,24500000,0,3,3,7,7
lycopersicum_pimpinellifolium,lycopersicum,chr7,24500000,24600000,0,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr7,24600000,24700000,0,1,1,2,2
lycopersicum_pimpinellifolium,lycopersicum,chr7,24700000,24800000,0,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr7,24800000,24900000,0,2,2,7,7
lycopersicum_pimpinellifolium,lycopersicum,chr7,24900000,25000000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,25000000,25100000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,25100000,25200000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,25200000,25300000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,25300000,25400000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,25400000,25500000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,25500000,25600000,0,1,1,2,2
lycopersicum_pimpinellifolium,lycopersicum,chr7,25600000,25700000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,25700000,25800000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,25800000,25900000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,25900000,26000000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,26000000,26100000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,26100000,26200000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,26200000,26300000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,26300000,26400000,0,1,1,20,7
lycopersicum_pimpinellifolium,lycopersicum,chr7,26400000,26500000,0,0,0,6,6
lycopersicum_pimpinellifolium,lycopersicum,chr7,26500000,26600000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,26600000,26700000,0,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr7,26700000,26800000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,26800000,26900000,0,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr7,26900000,27000000,0,2,2,2,2
lycopersicum_pimpinellifolium,lycopersicum,chr7,27000000,27100000,0,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr7,27100000,27200000,0,2,2,4,4
lycopersicum_pimpinellifolium,lycopersicum,chr7,27200000,27300000,0,1,1,2,2
lycopersicum_pimpinellifolium,lycopersicum,chr7,27300000,27400000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,27400000,27500000,0,1,1,2,2
lycopersicum_pimpinellifolium,lycopersicum,chr7,27500000,27600000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,27600000,27700000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,27700000,27800000,0,1,1,4,4
lycopersicum_pimpinellifolium,lycopersicum,chr7,27800000,27900000,0,1,1,11,11
lycopersicum_pimpinellifolium,lycopersicum,chr7,27900000,28000000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,28000000,28100000,0,1,1,4,4
lycopersicum_pimpinellifolium,lycopersicum,chr7,28100000,28200000,0,2,2,9,8
lycopersicum_pimpinellifolium,lycopersicum,chr7,28200000,28300000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,28300000,28400000,0,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr7,28400000,28500000,0,2,2,3,3
lycopersicum_pimpinellifolium,lycopersicum,chr7,28500000,28600000,0,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr7,28600000,28700000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,28700000,28800000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,28800000,28900000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,28900000,29000000,0,4,4,11,11
lycopersicum_pimpinellifolium,lycopersicum,chr7,29000000,29100000,0,2,2,8,8
lycopersicum_pimpinellifolium,lycopersicum,chr7,29100000,29200000,0,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr7,29200000,29300000,1,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,29300000,29400000,0,2,2,9,9
lycopersicum_pimpinellifolium,lycopersicum,chr7,29400000,29500000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,29500000,29600000,0,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr7,29600000,29700000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,29700000,29800000,0,1,1,3,3
lycopersicum_pimpinellifolium,lycopersicum,chr7,29800000,29900000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,29900000,30000000,0,2,2,4,3
lycopersicum_pimpinellifolium,lycopersicum,chr7,30000000,30100000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,30100000,30200000,2,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,30200000,30300000,0,1,1,3,3
lycopersicum_pimpinellifolium,lycopersicum,chr7,30300000,30400000,0,1,1,3,3
lycopersicum_pimpinellifolium,lycopersicum,chr7,30400000,30500000,0,2,2,21,21
lycopersicum_pimpinellifolium,lycopersicum,chr7,30500000,30600000,0,1,1,2,2
lycopersicum_pimpinellifolium,lycopersicum,chr7,30600000,30700000,0,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr7,30700000,30800000,0,5,5,7,7
lycopersicum_pimpinellifolium,lycopersicum,chr7,30800000,30900000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,30900000,31000000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,31000000,31100000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,31100000,31200000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,31200000,31300000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,31300000,31400000,0,1,1,4,4
lycopersicum_pimpinellifolium,lycopersicum,chr7,31400000,31500000,1,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,31500000,31600000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,31600000,31700000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr7,31700000,31800000,0,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr7,31800000,31900000,0,0,0,0,0
